May\MTM_012007Split\Grad3-1 numSpectra	May\MTM_012007Split\Grad3-1 totalIntensity	May\MTM_012007Split\Grad3-2 numSpectra	May\MTM_012007Split\Grad3-2 totalIntensity	May\MTM_012007Split\Grad3-3 numSpectra	May\MTM_012007Split\Grad3-3 totalIntensity	May\MTM_012007Split\Grad3-4 numSpectra	May\MTM_012007Split\Grad3-4 totalIntensity	May\MTM_012007Split\Grad3-5 numSpectra	May\MTM_012007Split\Grad3-5 totalIntensity	May\MTM_012007Split\Grad3-6 numSpectra	May\MTM_012007Split\Grad3-6 totalIntensity	May\MTM_012007Split\Grad3-7 numSpectra	May\MTM_012007Split\Grad3-7 totalIntensity	May\MTM_012007Split\Grad3-8 numSpectra	May\MTM_012007Split\Grad3-8 totalIntensity	 protein_mw	 accession_number	SwissProt ID	 accession_numbers	 coverage_maps	 percentCoverage	 percentCoverages	 numPepsUnique	 scoreUnique	 groupNum	 numSubgroups	 entry_name							
10	7.97E+08	9	6.20E+08	8	4.61E+08	5	2.69E+08	11	3.29E+08	11	1.67E+08	3	4.70E+07	7	5.89E+07	44697.4	6322912	P10081	6320226|4458	0+335+15+15+14+83|0+335+15+15+14+83	6	6|6	2	50.72	123	1	seryl-tRNA synthetase	 Ses1p						
0	0.00E+00	1	3.15E+08	2	3.45E+08	3	5.51E+08	2	6.34E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	15167.1	6322847	P36105	6322564	0+116+38	24	24	2	50.57	124	1	"Cu, Zn superoxide dismutase"	 Sod1p						
0	0.00E+00	2	4.52E+08	4	2.94E+08	3	2.50E+08	2	2.10E+08	1	8.42E+07	0	0.00E+00	1	1.50E+06	18741.2	6322794	P35691	6320009|6320064	0+59+14+10+14+84|0+59+14+108	15	15|7	2	50.29	125	1	implicated in signal transduction and intracellular protein transport to or within the Golgi apparatus	 ADP-ribosylation factor	 Arf1p					
50	7.15E+09	45	8.66E+09	43	5.24E+09	37	4.34E+09	28	1.76E+09	24	1.43E+09	16	2.32E+08	15	7.70E+07	39621	6322790	P14540	6324194	0+13+11+25+15+16+12+22	33	33	3	49.24	126	1	"Peptidyl-prolyl cis-trans isomerase (PPIase), binds to the drugs FK506 and rapamycin"	 also binds to the nonhistone chromatin binding protein Hmo1p and may regulate its assembly or function	 Fpr1p					
0	0.00E+00	1	8.33E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	17166.8	6322783	P36010	1710402|51830370	0+98+16+131+21+79|0+98+16+131+21+79	10	10|10	2	48.41	127	1	Ribonucleoside-diphosphate reductase small chain 2 (Ribonucleotide reductase small subunit 2)							
4	2.25E+08	1	2.69E+07	2	1.16E+08	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	46520.4	6322769	P36008	6323826	0+178+25+191+24+12	11	11	2	47.13	128	1	"DNA damage-responsive protein, expression is increased in response to heat-shock stress or treatments that produce DNA lesions"	 contains multiple repeats of the amino acid sequence NNNDSYGS	 Ddr48p					
21	4.07E+09	27	8.40E+09	24	4.01E+09	18	2.52E+09	12	5.56E+08	2	2.57E+08	8	1.32E+08	3	9.92E+06	27608.7	6322697	P00950	6324778	0+206+16+33+15+334	5	5	2	46.5	129	1	"ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase, required for translation initiation of all yeast mRNAs"	 Ded1p						
1	3.89E+07	9	1.07E+09	8	1.91E+09	6	4.35E+08	6	2.31E+08	6	1.04E+08	1	8.00E+06	2	1.22E+07	20549.5	6322668	P05740	14318517	0+140+12+44+15+4	12	12	2	46.3	130	1	Secretory vesicle associated Rab GTPase that binds to Sec15p and is essential for exocytosis	 Ras-like small GTP-binding protein	 Sec4p					
15	1.22E+08	19	2.92E+08	14	2.07E+08	21	3.14E+08	22	1.92E+08	8	4.98E+07	10	4.12E+07	9	4.01E+07	228692.4	6322666	P07149	6322115	0+173+11+527+17+217	2	2	2	46.2	131	1	"Subunit of the 26S proteasome, substrate of the N-acetyltransferase Nat1p"	 Rpn2p						
6	1.15E+08	5	1.62E+08	5	5.45E+07	8	4.23E+08	4	4.59E+07	8	1.36E+08	5	5.21E+07	3	1.51E+07	29410.3	6322605	P05753	6321679	0+45+17+450+20+455	3	3	2	45.63	132	1	phosphofructokinase alpha subunit	 Pfk1p						
0	0.00E+00	3	2.81E+08	0	0.00E+00	0	0.00E+00	1	2.72E+06	1	3.46E+07	0	0.00E+00	0	0.00E+00	38502.3	6322599	P31116	6325403|6321563	0+253+13+284+12+10|0+253+14+282+12+11	4	4|4	2	45.28	133	2	"Asparagine synthetase, isozyme of Asn2p"	 catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway	 Asn1p					
7	8.89E+08	3	6.63E+07	4	1.30E+08	1	5.42E+07	1	5.31E+06	1	5.81E+06	0	0.00E+00	0	0.00E+00	25038.7	6322583	P26783	6324534	0+2+19+27+12+46	29	29	2	45.06	134	1	"Homology to rat P2, human P2, and E.coli L12eIB"	 60S acidic ribosomal protein P2A (L44) (A2) (YP2alpha)	 Rpp2ap					
4	4.60E+07	4	2.63E+07	5	3.27E+07	6	3.97E+07	7	3.16E+07	6	2.72E+07	4	1.86E+07	2	6.56E+06	36372.5	6322565	P47143	6320590	0+24+14+11+13+48	24	24	2	44.71	135	1	"Homology to rat P2, human P2, and E.coli L12eIA"	 Ribosomal protein P2B (YP2beta) (L45)	 Rpp2bp					
3	5.87E+08	3	5.35E+08	2	2.47E+08	1	9.46E+07	0	0.00E+00	2	3.84E+07	2	2.12E+07	0	0.00E+00	15854.7	6322564	P00445	14318437|4619	0+198+15+36+11+474|0+198+15+36+11+474	3	3|3	2	44.44	136	1	"Threonyl-tRNA synthetase, cytoplasmic"	 Ths1p						
0	0.00E+00	1	3.40E+06	0	0.00E+00	0	0.00E+00	1	3.70E+07	0	0.00E+00	0	0.00E+00	1	1.62E+06	70628.2	6322505	P12398	6320334	0+184+13+151+10+284	3	3	2	44.27	137	1	fimbrin homolog (actin-filament bundling protein)	 Sac6p						
1	2.91E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	122055.7	6322411	P47047	6324951	0+235+15+105+16+83	6	6	2	43.94	138	1	"NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate"	 rate of alpha-ketoglutarate utilization differs from Gdh3p	 expression regulated by nitrogen and carbon sources	 Gdh1p				
3	8.73E+08	4	3.78E+08	2	2.82E+08	0	0.00E+00	1	2.28E+07	1	1.20E+07	0	0.00E+00	0	0.00E+00	9759.9	6322325	Q3E754	6320016|172907|29420837|29420849|29420833|29420841|29420845|29420847|3417405|29420851	0+180+17+214+10+431+9+210|0+140+17+214+10+431+9+210|0+155+17+214+10+431+9+186|0+155+17+214+10+431+9+186|0+155+17+214+10+431+9+186|0+155+17+214+10+431+9+186|0+155+17+655+9+186|0+155+17+655+9+186|0+180+17+201+9+210|0+167+17+201+9+197	3	3|3|3|3|3|3|2|2|4|4	3	43.56	139	1	Vacuolar ATPase V1 domain subunit A	" protein precursor is spliced to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease"	 Tfp1p					
3	1.09E+07	3	2.39E+08	3	2.84E+07	4	1.24E+08	2	3.91E+06	1	1.52E+07	0	0.00E+00	0	0.00E+00	40483.6	6322294	P08524	6324867|6323886	0+10+14+53+18+10|0+10+14+53+18+10	30	30|30	2	43.48	140	1	Protein component of the small (40S) ribosomal subunit	 nearly identical to Rps10Bp and has similarity to rat ribosomal protein S10	 Rps10ap					
0	0.00E+00	1	2.85E+07	1	5.82E+07	1	1.80E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	6341.6	6322272	P04650	6321333	0+22+14+330+10	6	6	2	43.32	141	1	"Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases (Mes1p and Ygl245wp), delivering tRNA to them, stimulating catalysis, and ensuring their localization to the cytoplasm"	 also binds quadruplex nucleic acids	 Arc1p					
0	0.00E+00	2	3.20E+08	4	7.32E+08	1	1.80E+08	3	2.32E+08	1	1.34E+07	0	0.00E+00	0	0.00E+00	27408.6	6322171	P05736	6324250	0+28+16+24+14+117	15	15	2	42.8	142	1	"Tropomyosin isoform 1, major isoform of tropomyosin"	 actin-binding protein that stabilizes actin filaments	 required for the formation and stability of actin cables in vivo which direct polarized cell growth and the distribution of several organelles	 Tpm1p				
0	0.00E+00	4	1.02E+09	2	2.89E+08	3	2.22E+08	1	4.89E+06	1	1.03E+07	0	0.00E+00	0	0.00E+00	13641.1	6322137	P40525	45720060|14318474|45720066	0+141+12+79+14+8|0+141+12+79+14+8|0+141+12+101	10	10|10|4	2	42.52	143	1	Sec53p							
5	4.86E+08	5	9.91E+08	0	0.00E+00	4	6.11E+08	0	0.00E+00	1	8.12E+07	0	0.00E+00	0	0.00E+00	30439.1	6322136		6320269|1071978	0+42+13+59+7+9+10+11|0+42+13+59+7+30	19	19|13	3	42.1	144	1	Protein component of the small (40S) ribosomal subunit	 has similarity to E. coli S15 and rat S13 ribosomal proteins	 Rps13p					
0	0.00E+00	6	1.16E+09	4	5.66E+08	2	3.06E+08	1	4.01E+07	1	3.65E+06	1	1.96E+07	0	0.00E+00	15328.8	6322120	P26782	6324343	0+1274+16+455+19+469	1	1	2	41.78	145	1	"Acetyl-CoA carboxylase, biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA"	 required for de novo biosynthesis of long-chain fatty acids	 Acc1p					
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	1.10E+06	1	9.40E+05	1	4.21E+06	2	3.60E+06	1	3.00E+06	104232.6	6322115	P32565	266966	0+24+11+29+13+65	16	16	2	41.77	146	1	40S ribosomal protein S15 (S21) (YS21) (RP52) (RIG protein)							
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	2.10E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	41535.2	6322114		6324463	0+18+16+79	14	14	2	41.6	147	1	Peripheral membrane protein of the plasma membrane that interacts with Mid2p	 regulates the cell integrity pathway mediated by Pkc1p and Slt2p	 Zeo1p					
0	0.00E+00	1	4.69E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	40069.1	6322097	P40495	6323209|6320710|51013823	0+168+13+55+15+131|0+238+15+131|0+238+15+131	7	7|3|3	2	41.45	148	1	S-adenosylmethionine synthetase	 Sam1p						
4	6.55E+07	8	4.10E+08	11	1.12E+09	12	9.97E+08	7	2.19E+08	10	7.90E+07	5	3.11E+07	2	8.78E+06	22201.2	6322058	P26784	132847|6321335	0+96+15+6+9+23|0+96+15+6+9+23	16	16|16	2	41.06	149	1	60S ribosomal protein L28 (L27A) (L29) (YL24) (RP62)							
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	1.10E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	28759.9	6322052	P38927	6323654	0+347+12+84+15+819	2	2	2	40.64	150	1	CLU1 is similar to the Dictyostelium cluA gene	 translation initiation factor eIF3 subunit	 Clu1p					
0	0.00E+00	0	0.00E+00	1	4.81E+07	1	2.48E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	202818.4	6322010	O13535	42742305|600057	0+23+20+73+23+60|0+23+20+161	21	21|9	2	40.45	151	1	Hypothetical ORF	 Ynl208wp						
1	7.99E+07	1	1.39E+08	3	3.21E+08	1	6.37E+07	0	0.00E+00	1	1.83E+07	0	0.00E+00	0	0.00E+00	18709.1	6321987	P38879	6322505|6320805	0+53+9+133+16+443|0+50+9+585	3	3|1	2	40.27	152	1	Nuclear-encoded mitochondrial protein	 member of the heat shock protein 70 (HSP70) family	 most similar to E. coli DnaK protein	 acts as a chaperone for protein import across the inner membrane	 subunit of Endo.SceI endonuclease	 Mitochondrial matrix protein involved in protein import	 subunit of Endo.SceI endonuclease	 Ssc1p
3	1.92E+08	5	9.69E+07	3	1.98E+08	1	3.61E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	53543.5	6321977	P38720	6324074	0+11+12+24+12+94	15	15	2	39.23	153	1	"Putative zinc finger protein with similarity to human CNBP, proposed to be involved in the RAS/cAMP signaling pathway"	 Gis2p						
0	0.00E+00	1	2.80E+07	3	5.04E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	45010.9	6321973	Q03558	6323090	0+13+29+79	23	23	2	39.16	154	1	"Protein component of the large (60S) ribosomal subunit, has similarity to Rpl22Bp and to rat L22 ribosomal protein"	 Rpl22ap						
129	2.68E+10	88	1.45E+10	74	1.46E+10	63	6.60E+09	55	2.47E+09	45	1.51E+09	43	9.86E+08	39	4.51E+08	46914.4	6321968	P00925	6325229	0+136+12+63+15+172	6	6	2	39.03	155	1	"Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase), cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA"	 involved in the first step in mevalonate biosynthesis	 Erg10p					
0	0.00E+00	0	0.00E+00	1	3.64E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	51115.9	6321940	P38845	6324727|1321667	0+411+16+40+9+1035|0+345+16+1083	1	1|1	2	38.54	156	1	multidrug efflux transporter which mediates pleiotropic drug resistance to hundreds of unrelated compounds	 multidrug resistance transporter	 Pdr5p					
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	4.50E+07	1	6.61E+06	1	7.48E+07	0	0.00E+00	0	0.00E+00	97663.1	6321837	P37898	1172946	0+288+21+90	5	5	2	38.36	157	1	Ribonucleoside-diphosphate reductase small chain 1 (Ribonucleotide reductase small subunit)							
2	1.73E+08	3	1.24E+08	1	1.97E+07	3	8.39E+07	0	0.00E+00	1	2.75E+07	0	0.00E+00	0	0.00E+00	62207.2	6321807	P38707	460064|6323873	0+190+10+299+10+16|0+190+10+299+10+16	3	3|3	2	38.22	158	1	GMP synthase							
1	3.38E+06	1	1.03E+07	0	0.00E+00	2	6.94E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	51989.4	6321806	P04076	731666|51013705|37362658	0+119+13+41+15+384|0+119+13+41+15+384|0+85+13+41+15+384	4	4|4|5	2	38.11	159	1	Heat shock protein 70 homolog YHR064C							
3	2.66E+08	5	6.61E+08	8	8.20E+08	11	1.12E+09	6	2.11E+08	5	1.32E+08	4	1.08E+08	1	1.06E+07	15531.4	6321798	P0C2H6	6320589	0+7+10+78+12+119	9	9	2	37.57	160	1	"Nuclear protein that binds to RNA and to Mex67p, required for export of poly(A)+ mRNA from the nucleus"	 member of the REF (RNA and export factor binding proteins) family	" another family member, Yra2p, can substitute for Yra1p function"	 Yra1p				
1	1.99E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	60720.6	6321795	P10614	6323129	0+118+16+139+10+64	7	7	2	36.56	161	1	"3-keto sterol reductase, catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis"	 mutants are sterol auxotrophs	 Erg27p					
1	1.10E+08	7	1.21E+09	5	2.44E+08	5	4.15E+08	3	1.46E+08	5	2.87E+07	4	5.70E+07	0	0.00E+00	13907.1	6321772	P38701	40457587|40457589|6323374	0+330+14+22+10+1500|0+330+14+22+10+1500|0+330+14+1532	1	1|1|0	2	36.49	162	1	"1,3-beta-glucan synthase"							
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	2	1.00E+08	1	5.70E+07	1	2.86E+07	2	9.55E+06	49020.2	6321724	P32527	6320122	0+25+30+51	28	28	2	35.67	163	1	"Homology to rat P1, human P1, and E.coli L12eIIA"	 Acidic ribosomal protein P1A (YP1alpha) (A1)	 Rpp1ap					
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	3.69E+06	35013.1	6321723	P53337	6324298	0+24+13+66	12	12	2	34.76	164	1	One of two identical histone H4 proteins (see also HHF1)	 core histone required for chromatin assembly and chromosome function	 contributes to telomeric silencing	 N-terminal domain involved in maintaining genomic integrity	 Hhf2p			
0	0.00E+00	0	0.00E+00	1	1.83E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	85678.5	6321704	P00958	6320439	0+106+10+168+11	7	7	2	34.15	165	1	reticulon gene member of the RTNLA (reticulon-like A) subfamily	 Rtn1p						
0	0.00E+00	1	1.41E+08	0	0.00E+00	1	6.41E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	107970.8	6321679	P16861	4528|6322853	0+184+12+192+12+304|0+184+12+192+12+304	3	3|3	2	34	166	1	GTP-binding protein							
0	0.00E+00	2	1.93E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	102205.6	6321643	P07245	6323011	0+295+11+179+10+62	3	3	2	33.6	167	1	"Cytoplasmic aspartyl-tRNA synthetase, homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp), member of class II aminoacyl tRNA synthetases"	 Dps1p						
97	3.09E+10	106	4.31E+10	87	2.28E+10	83	2.11E+10	69	1.25E+10	49	8.40E+09	50	2.78E+09	40	9.15E+08	35746.8	6321631	P00359	6319282	0+555+9+142+8+288	1	1	2	33.34	168	1	"GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining"	 homolog of bacterial IF2	 Fun12p					
0	0.00E+00	2	9.83E+07	0	0.00E+00	1	6.98E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	44020.2	6321624	P36421	6325441	0+167+16+84	5	5	2	33.18	169	1	"Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane, catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man"	" required for glycosyl phosphatidylinositol membrane anchoring, O mannosylation, and protein glycosylation"	 Dpm1p					
3	4.01E+07	1	1.65E+07	1	7.25E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	55126.2	6321614	P32476	1345601|171859	0+245+10+331+8+41|0+245+10+331+8+41	2	2|2	2	33.03	170	1	Protein phosphatase PP2A regulatory subunit A (PR65)							
0	0.00E+00	1	1.26E+08	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	26531.6	6321606	P17891	132911|6323438	0+41+20+52|0+50+11+52	17	17|9	2	32.61	171	1	60S ribosomal protein L31 (L34) (YL28)							
0	0.00E+00	0	0.00E+00	1	5.72E+06	2	1.65E+07	1	7.57E+06	1	1.06E+07	4	6.25E+07	3	1.04E+07	107101.9	6321601	P39935	6323182	0+89+10+97+10+477	2	2	2	32.59	172	1	one of 2 acetyl-coA synthetases in yeast	 acetyl-coenzyme A synthetase	 Acs2p					
0	0.00E+00	1	6.54E+06	2	1.19E+07	2	1.01E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	44535.4	6321599	P27476	6320861	0+26+13+202+20+25	11	11	2	31.9	173	1	"Delta 1-pyrroline-5-carboxylate reductase, catalyzes the last step in proline biosythesis"	 Pro3p						
2	2.41E+08	3	1.39E+08	1	1.02E+08	5	1.26E+08	1	2.72E+06	1	1.88E+07	0	0.00E+00	0	0.00E+00	125770.4	6321531	P07806	6320151|51013235	0+64+9+56+10+164|0+64+9+56+10+164	6	6|6	2	31.88	174	1	fatty acyltransferase homologous to E. coli plsC gene	 functionally complements plsC mutants	 putative 1-acyl-sn-gylcerol-3-phosphate acyl transferase	 Slc1p				
7	4.19E+08	11	1.69E+09	10	1.13E+09	11	9.76E+08	14	8.46E+08	10	2.79E+08	9	2.70E+08	10	1.12E+08	19749.8	6321522	Q3E757	6322325|6322910|2131127	0+71+16|0+71+16|0+63+16	18	18|18|20	2	31.83	175	1	Protein component of the small (40S) ribosomal subunit	 nearly identical to Rps21Bp and has similarity to rat S21 ribosomal protein	 Rps21bp					
0	0.00E+00	1	1.99E+07	3	3.14E+08	2	9.78E+07	1	2.51E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	12039.3	6321464	Q3E792	6325389	0+39+11+62+9+24	13	13	2	31.17	176	1	"Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit, required for translational accuracy"	 nearly identical to Rps23Ap and similar to E. coli S12 and rat S23 ribosomal proteins	 deletion of both RPS23A and RPS23B is lethal	 Rps23bp				
0	0.00E+00	1	1.11E+07	0	0.00E+00	3	2.38E+07	3	3.26E+07	2	3.95E+06	4	6.09E+07	7	3.55E+07	99619.9	6321430	P05030	6322978	0+3+17+123	11	11	1	30.72	177	1	yeast cortical cytoskeleton component	 mammalian cofilin homolog	" Cofilin, actin binding and severing protein"	 Cof1p				
10	8.37E+08	23	2.23E+09	20	1.38E+09	19	1.30E+09	18	7.15E+08	11	4.40E+08	4	1.19E+08	5	2.75E+07	27638.4	6321362	P05737	6319931|3322	0+333+20+239|0+333+20+239	3	3|3	1	30.39	178	1	"Actin-binding protein of the cortical actin cytoskeleton, important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization"	 Abp1p						
0	0.00E+00	1	1.70E+07	1	3.18E+07	1	5.67E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	42084.2	6321333	P46672	132948	0+66+17+22	16	16	1	29.99	179	1	60S ribosomal protein L30 (YL32) (RP73)							
2	7.71E+06	1	2.56E+08	1	3.76E+08	2	1.13E+08	7	4.34E+08	1	5.01E+06	3	2.08E+07	3	1.96E+07	21569.1	6321291	P05738	10383791	0+120+15	11	11	1	29.95	180	1	Single-stranded DNA-binding protein that is essential for mitochondrial genome maintenance	 Single-stranded zinc finger DNA-binding protein	 Rim1p					
1	4.84E+07	0	0.00E+00	0	0.00E+00	2	9.94E+07	2	3.25E+07	2	5.50E+07	0	0.00E+00	0	0.00E+00	13504.9	6321249	P39938	6325285	0+23+8+111+8+30	8	8	2	29.3	181	1	Protein that regulates vesicular traffic in stressed cells either to facilitate membrane turnover or to decrease unnecessary secretion	 Yop1p						
1	2.81E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	3.77E+06	296699.7	6321243	P33892	6323288	0+34+23+358+11+146	5	5	2	29.12	182	1	Tetradecameric mitochondrial chaperonin required for ATP-dependent folding of precursor polypeptides and complex assembly	 prevents aggregation and mediates protein refolding after heat shock	 role in mtDNA transmission	 similarity to groEL	 Hsp60p			
4	4.29E+07	1	1.45E+07	3	2.91E+07	1	1.62E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	56178.1	6321236	P53090	6324911	0+307+17+287+10+337	2	2	2	29.04	183	1	"Cytoplasmic alanyl-tRNA synthetase, required for protein synthesis"	 point mutation (cdc64-1 allele) causes cell cycle arrest at G1	 lethality of null mutation is functionally complemented by human homolog	 Ala1p				
0	0.00E+00	2	5.64E+07	2	7.24E+07	6	1.65E+08	8	3.49E+07	5	1.15E+08	5	3.46E+07	5	2.52E+07	187235.1	6321232	P22137	6320073	0+30+16+60	15	15	1	28.99	184	1	"Homology to rat P1, human P1, and E. coli L12eIIB"	 Ribosomal protein P1B (L44') (YP1beta) (Ax)	 Rpp1bp					
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	5.76E+06	0	0.00E+00	0	0.00E+00	118630.7	6321231	P32558	6322565	0+59+12+269	3	3	1	28.93	185	1	adenosine kinase	 Ado1p						
1	3.24E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	86068.5	6321203	P07244	4049|6323367	0+72+20+628|0+72+20+628	2	2|2	1	28.24	186	1	nucleoporin							
0	0.00E+00	0	0.00E+00	0	0.00E+00	1	2.04E+06	2	4.39E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	109356.7	6321198	P33307	6323420	0+32+8+4+10+2	32	32	2	28.16	187	1	Protein component of the small (40S) ribosomal subunit	 nearly identical to Rps29Bp and has similarity to rat S29 and E. coli S14 ribosomal proteins	 Rps29ap					
0	0.00E+00	1	1.04E+08	2	1.96E+08	3	2.43E+08	1	3.87E+07	0	0.00E+00	1	5.61E+06	0	0.00E+00	64344.5	6321013	P04147	6324758	0+291+13+91	3	3	1	27.84	188	1	phosphoserine transaminase	 Ser1p						
1	8.64E+06	1	6.06E+06	2	4.88E+06	7	4.71E+07	10	5.72E+07	8	3.93E+07	12	6.84E+07	14	7.28E+07	122601.8	6320956	P40069	6322783	0+89+17+47	11	11	1	27.74	189	1	"Nucleoside diphosphate kinase, catalyzes the phosphorylation of nucleoside diphosphates into the corresponding triphosphates for nucleic acid biosynthesis"	 Ynk1p						
2	7.33E+07	4	1.60E+08	7	7.53E+08	6	6.26E+08	7	2.26E+08	6	6.79E+07	3	3.77E+07	1	1.92E+06	22489.8	6320949	P05754	6321643	0+155+9+429+9+344	1	1	2	27.65	190	1	"Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase, involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine"	 Ade3p						
0	0.00E+00	0	0.00E+00	1	4.24E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	85860.3	6320936	P05694	6321606|1945336	0+196+16+21|0+187+16+21	6	6|7	1	27.09	191	1	Clathrin light chain	 Clc1p						
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	3	1.62E+07	2	7.74E+07	2	1.73E+07	5	2.43E+07	32266.6	6320896	P00498	133884|6323399	0+43+14+73|0+43+14+73	10	10|10	1	26.9	192	1	40S ribosomal protein S22 (S24) (YS22) (RP50) (YP58)							
8	2.64E+08	8	1.79E+08	5	7.48E+07	2	6.91E+07	3	2.62E+07	3	2.62E+07	7	1.03E+08	10	8.95E+07	49125.8	6320882	P39954	6325309	0+60+13+7+13	27	27	2	26.57	193	1	Homologous to mammalian high mobility group proteins 1 and 2	" functions redundantly with the highly homologous gene, NHP6B"	 high-mobility group non-histone chromatin protein	 11-kDa nonhistone chromosomal protein	 Nhp6ap			
0	0.00E+00	1	8.16E+07	0	0.00E+00	1	4.42E+07	0	0.00E+00	0	0.00E+00	1	3.41E+06	1	5.53E+06	30132	6320861	P32263	6325220|171444	0+30+20+107|0+30+20+95	12	12|13	1	26.38	194	1	"Subunit beta1 of the nascent polypeptide-associated complex (NAC) involved in protein targeting, associated with cytoplasmic ribosomes"	 enhances DNA binding of the Gal4p activator	 homolog of human BTF3b	 Egd1p				
1	8.72E+06	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	9606.2	6320857	P52871	41629682	0+36+16+33	18	18	1	26.27	195	1	Hypothetical ORF identified by homology. See FEBS Letters [2000]487:31-36.	 Yer074w-ap						
0	0.00E+00	0	0.00E+00	0	0.00E+00	0	0.00E+00	1	1.76E+07	0	0.00E+00	0	0.00E+00	0	0.00E+00	135269.3	6320804	P39986	6324371|51013755	0+369+21+6|0+369+21+6	5	5|5	1	26.16	196	1	involved in the polyisoprene biosynthesis pathway	 mevalonate pyrophosphate decarboxylase	 Mvd1p					
